period	AA	AC	AG	AT	CA	CC	CG	CT	GA	GC	GG	GT	RR	SS	TA	TC	TG	TT	WW	YY
26.800000	0.001030	0.009751	0.009674	0.007986	0.002392	0.005097	0.004941	0.009097	0.011335	0.010031	0.005152	0.008011	0.005051	0.004347	0.010218	0.007692	0.010163	0.008676	0.018294	0.004964
26.900000	0.001757	0.010928	0.010196	0.008973	0.001278	0.005848	0.005400	0.009467	0.011623	0.010092	0.006058	0.008134	0.004517	0.004808	0.011878	0.008229	0.011190	0.007810	0.018788	0.004126
27.000000	0.002497	0.012067	0.010651	0.010276	0.001314	0.006833	0.005868	0.009779	0.011880	0.010114	0.007137	0.008335	0.003910	0.005421	0.013504	0.008777	0.012250	0.006922	0.019262	0.003248
27.100000	0.003221	0.013152	0.011034	0.011805	0.002450	0.007954	0.006336	0.010042	0.012089	0.010094	0.008304	0.008592	0.003285	0.006164	0.015078	0.009316	0.013307	0.006061	0.019707	0.002473
27.200000	0.003916	0.014167	0.011341	0.013479	0.003775	0.009138	0.006796	0.010266	0.012235	0.010032	0.009499	0.008880	0.002751	0.007011	0.016580	0.009827	0.014329	0.005307	0.020114	0.002136
27.300000	0.004569	0.015098	0.011571	0.015234	0.005104	0.010333	0.007238	0.010464	0.012309	0.009928	0.010677	0.009176	0.002494	0.007935	0.017996	0.010295	0.015291	0.004765	0.020479	0.002576
27.400000	0.005173	0.015937	0.011725	0.017020	0.006388	0.011501	0.007655	0.010649	0.012305	0.009788	0.011811	0.009459	0.002694	0.008912	0.019312	0.010708	0.016171	0.004552	0.020800	0.003594
27.500000	0.005721	0.016679	0.011810	0.018803	0.007605	0.012615	0.008042	0.010834	0.012222	0.009616	0.012878	0.009712	0.003332	0.009923	0.020525	0.011059	0.016956	0.004728	0.021078	0.004878
27.600000	0.006210	0.017324	0.011830	0.020555	0.008741	0.013657	0.008394	0.011034	0.012062	0.009417	0.013867	0.009924	0.004245	0.010951	0.021632	0.011343	0.017639	0.005251	0.021319	0.006284
27.700000	0.006638	0.017873	0.011794	0.022258	0.009786	0.014614	0.008708	0.011258	0.011830	0.009200	0.014767	0.010085	0.005309	0.011985	0.022636	0.011558	0.018216	0.006015	0.021528	0.007750
27.800000	0.007006	0.018332	0.011710	0.023901	0.010737	0.015478	0.008982	0.011514	0.011529	0.008968	0.015576	0.010188	0.006454	0.013015	0.023541	0.011703	0.018684	0.006917	0.021707	0.009243
27.900000	0.007313	0.018701	0.011584	0.025472	0.011589	0.016241	0.009213	0.011806	0.011164	0.008726	0.016288	0.010229	0.007641	0.014032	0.024351	0.011777	0.019044	0.007884	0.021860	0.010744
28.000000	0.007559	0.018983	0.011422	0.026960	0.012341	0.016898	0.009399	0.012133	0.010741	0.008477	0.016899	0.010201	0.008847	0.015028	0.025067	0.011777	0.019291	0.008868	0.021985	0.012238
28.100000	0.007744	0.019177	0.011228	0.028354	0.012987	0.017439	0.009536	0.012489	0.010263	0.008221	0.017406	0.010100	0.010054	0.015992	0.025687	0.011702	0.019423	0.009836	0.022077	0.013710
28.200000	0.007865	0.019280	0.011006	0.029636	0.013524	0.017856	0.009619	0.012866	0.009736	0.007959	0.017800	0.009920	0.011247	0.016913	0.026207	0.011548	0.019434	0.010761	0.022130	0.015149
28.300000	0.007923	0.019288	0.010758	0.030790	0.013948	0.018139	0.009645	0.013254	0.009168	0.007690	0.018076	0.009657	0.012411	0.017777	0.026621	0.011310	0.019319	0.011623	0.022133	0.016537
28.400000	0.007916	0.019200	0.010489	0.031797	0.014253	0.018278	0.009610	0.013640	0.008568	0.007413	0.018225	0.009307	0.013530	0.018570	0.026921	0.010988	0.019072	0.012406	0.022077	0.017859
28.500000	0.007843	0.019012	0.010205	0.032640	0.014438	0.018266	0.009509	0.014011	0.007955	0.007129	0.018245	0.008870	0.014592	0.019278	0.027101	0.010578	0.018691	0.013093	0.021955	0.019100
28.600000	0.007708	0.018728	0.009913	0.033305	0.014503	0.018101	0.009344	0.014356	0.007351	0.006838	0.018131	0.008348	0.015582	0.019889	0.027160	0.010084	0.018177	0.013674	0.021759	0.020245
28.700000	0.007512	0.018352	0.009621	0.033785	0.014453	0.017781	0.009114	0.014666	0.006787	0.006543	0.017889	0.007746	0.016493	0.020396	0.027098	0.009507	0.017536	0.014140	0.021488	0.021282
28.800000	0.007263	0.017893	0.009341	0.034080	0.014296	0.017311	0.008825	0.014936	0.006303	0.006245	0.017522	0.007071	0.017316	0.020793	0.026923	0.008855	0.016777	0.014487	0.021143	0.022207
28.900000	0.006968	0.017364	0.009084	0.034194	0.014044	0.016702	0.008481	0.015162	0.005944	0.005949	0.017044	0.006336	0.018050	0.021079	0.026645	0.008136	0.015913	0.014714	0.020729	0.023016
29.000000	0.006635	0.016779	0.008860	0.034139	0.013713	0.015963	0.008090	0.015344	0.005752	0.005658	0.016465	0.005556	0.018696	0.021257	0.026278	0.007359	0.014960	0.014826	0.020253	0.023712
29.100000	0.006274	0.016153	0.008679	0.033928	0.013322	0.015107	0.007660	0.015485	0.005758	0.005376	0.015802	0.004752	0.019258	0.021332	0.025837	0.006532	0.013934	0.014828	0.019722	0.024300
29.200000	0.005897	0.015502	0.008549	0.033575	0.012890	0.014148	0.007200	0.015588	0.005967	0.005108	0.015069	0.003956	0.019741	0.021310	0.025336	0.005665	0.012850	0.014727	0.019145	0.024786
29.300000	0.005514	0.014840	0.008474	0.033094	0.012437	0.013096	0.006717	0.015658	0.006360	0.004857	0.014281	0.003226	0.020151	0.021195	0.024788	0.004765	0.011725	0.014529	0.018528	0.025179
29.400000	0.005137	0.014180	0.008455	0.032494	0.011985	0.011963	0.006220	0.015699	0.006904	0.004627	0.013453	0.002668	0.020494	0.020991	0.024202	0.003841	0.010575	0.014242	0.017875	0.025482
29.500000	0.004779	0.013533	0.008489	0.031783	0.011557	0.010758	0.005719	0.015714	0.007560	0.004422	0.012601	0.002459	0.020772	0.020700	0.023586	0.002903	0.009418	0.013871	0.017189	0.025702
29.600000	0.004458	0.012911	0.008571	0.030964	0.011174	0.009492	0.005223	0.015706	0.008293	0.004244	0.011740	0.002718	0.020988	0.020322	0.022944	0.001972	0.008276	0.013420	0.016473	0.025838
29.700000	0.004189	0.012324	0.008692	0.030040	0.010861	0.008178	0.004746	0.015679	0.009072	0.004099	0.010889	0.003362	0.021142	0.019856	0.022278	0.001120	0.007182	0.012896	0.015726	0.025891
29.800000	0.003991	0.011782	0.008844	0.029013	0.010640	0.006834	0.004303	0.015636	0.009873	0.003990	0.010073	0.004231	0.021235	0.019301	0.021589	0.000783	0.006182	0.012302	0.014950	0.025859
29.900000	0.003881	0.011295	0.009013	0.027883	0.010529	0.005493	0.003914	0.015578	0.010676	0.003921	0.009321	0.005218	0.021265	0.018654	0.020878	0.001416	0.005350	0.011647	0.014145	0.025740
30.000000	0.003868	0.010873	0.009190	0.026654	0.010541	0.004218	0.003603	0.015512	0.011462	0.003894	0.008669	0.006264	0.021233	0.017915	0.020147	0.002327	0.004788	0.010940	0.013314	0.025534
30.100000	0.003955	0.010523	0.009363	0.025332	0.010682	0.003157	0.003395	0.015442	0.012217	0.003912	0.008157	0.007335	0.021140	0.017088	0.019398	0.003282	0.004596	0.010193	0.012463	0.025242
30.200000	0.004131	0.010251	0.009521	0.023928	0.010947	0.002641	0.003307	0.015375	0.012928	0.003974	0.007824	0.008409	0.020990	0.016177	0.018634	0.004234	0.004809	0.009423	0.011596	0.024868
30.300000	0.004381	0.010059	0.009658	0.022454	0.011325	0.002987	0.003343	0.015320	0.013586	0.004079	0.007699	0.009470	0.020790	0.015188	0.017863	0.005168	0.005359	0.008651	0.010725	0.024418
30.400000	0.004686	0.009948	0.009765	0.020925	0.011799	0.003970	0.003488	0.015285	0.014185	0.004224	0.007791	0.010506	0.020546	0.014131	0.017090	0.006071	0.006129	0.007906	0.009858	0.023902
30.500000	0.005029	0.009912	0.009839	0.019358	0.012349	0.005222	0.003717	0.015279	0.014721	0.004406	0.008084	0.011508	0.020269	0.013018	0.016323	0.006938	0.007019	0.007220	0.009009	0.023331
30.600000	0.005394	0.009943	0.009877	0.017770	0.012955	0.006566	0.004003	0.015312	0.015193	0.004619	0.008546	0.012470	0.019971	0.011858	0.015568	0.007763	0.007961	0.006633	0.008191	0.022719
30.700000	0.005771	0.010031	0.009876	0.016179	0.013598	0.007930	0.004321	0.015391	0.015602	0.004860	0.009137	0.013390	0.019660	0.010664	0.014831	0.008544	0.008912	0.006188	0.007418	0.022077
30.800000	0.006150	0.010165	0.009836	0.014599	0.014262	0.009278	0.004650	0.015521	0.015950	0.005124	0.009818	0.014264	0.019349	0.009446	0.014117	0.009279	0.009844	0.005928	0.006706	0.021419
30.900000	0.006525	0.010333	0.009757	0.013045	0.014934	0.010593	0.004978	0.015705	0.016240	0.005407	0.010556	0.015091	0.019045	0.008215	0.013429	0.009968	0.010742	0.005878	0.006073	0.020754
31.000000	0.006892	0.010524	0.009638	0.011531	0.015601	0.011862	0.005292	0.015945	0.016473	0.005707	0.011325	0.015872	0.018755	0.006982	0.012768	0.010610	0.011594	0.006043	0.005538	0.020093
31.100000	0.007247	0.010728	0.009479	0.010073	0.016253	0.013079	0.005586	0.016239	0.016653	0.006019	0.012103	0.016604	0.018484	0.005761	0.012133	0.011206	0.012394	0.006399	0.005119	0.019442
31.200000	0.007587	0.010933	0.009280	0.008687	0.016880	0.014237	0.005854	0.016582	0.016781	0.006341	0.012875	0.017286	0.018236	0.004576	0.011523	0.011754	0.013134	0.006908	0.004832	0.018807
31.300000	0.007911	0.011131	0.009041	0.007400	0.017472	0.015328	0.006091	0.016969	0.016859	0.006670	0.013627	0.017915	0.018012	0.003472	0.010934	0.012255	0.013809	0.007528	0.004686	0.018191
31.400000	0.008214	0.011313	0.008762	0.006250	0.018021	0.016346	0.006292	0.017391	0.016886	0.007000	0.014347	0.018488	0.017810	0.002564	0.010364	0.012707	0.014415	0.008220	0.004675	0.017599
31.500000	0.008496	0.011471	0.008444	0.005295	0.018517	0.017285	0.006454	0.017840	0.016864	0.007330	0.015024	0.018999	0.017629	0.002114	0.009808	0.013107	0.014946	0.008955	0.004783	0.017032
31.600000	0.008753	0.011600	0.008089	0.004617	0.018952	0.018137	0.006576	0.018304	0.016793	0.007654	0.015649	0.019446	0.017466	0.002382	0.009263	0.013455	0.015398	0.009705	0.004983	0.016493
31.700000	0.008985	0.011692	0.007699	0.004300	0.019318	0.018894	0.006653	0.018773	0.016675	0.007969	0.016213	0.019822	0.017317	0.003170	0.008727	0.013748	0.015765	0.010452	0.005247	0.015984
31.800000	0.009189	0.011743	0.007282	0.004371	0.019609	0.019550	0.006686	0.019238	0.016514	0.008271	0.016710	0.020125	0.017180	0.004172	0.008196	0.013987	0.016045	0.011180	0.005548	0.015508
31.900000	0.009366	0.011752	0.006844	0.004764	0.019820	0.020101	0.006673	0.019689	0.016313	0.008557	0.017134	0.020352	0.017052	0.005241	0.007669	0.014172	0.016235	0.011875	0.005863	0.015067
32.000000	0.009515	0.011715	0.006397	0.005360	0.019948	0.020543	0.006616	0.020118	0.016079	0.008823	0.017481	0.020503	0.016929	0.006318	0.007148	0.014305	0.016336	0.012528	0.006176	0.014666
32.100000	0.009638	0.011634	0.005956	0.006057	0.019994	0.020877	0.006515	0.020519	0.015820	0.009068	0.017750	0.020578	0.016810	0.007373	0.006633	0.014388	0.016348	0.013132	0.006473	0.014307
32.200000	0.009736	0.011509	0.005540	0.006786	0.019959	0.021102	0.006375	0.020888	0.015545	0.009290	0.017942	0.020581	0.016694	0.008391	0.006126	0.014428	0.016275	0.013682	0.006746	0.013994
32.300000	0.009813	0.011344	0.005174	0.007506	0.019846	0.021224	0.006199	0.021222	0.015265	0.009489	0.018059	0.020516	0.016580	0.009362	0.005631	0.014429	0.016121	0.014174	0.006987	0.013731
32.400000	0.009873	0.011143	0.004883	0.008191	0.019662	0.021247	0.005990	0.021522	0.014990	0.009664	0.018104	0.020389	0.016469	0.010279	0.005154	0.014400	0.015893	0.014610	0.007195	0.013519
32.500000	0.009918	0.010909	0.004699	0.008829	0.019411	0.021176	0.005755	0.021787	0.014732	0.009816	0.018083	0.020205	0.016361	0.011140	0.004701	0.014348	0.015596	0.014988	0.007366	0.013361
32.600000	0.009953	0.010646	0.004646	0.009411	0.019101	0.021020	0.005498	0.022018	0.014500	0.009945	0.018000	0.019972	0.016256	0.011942	0.004281	0.014280	0.015236	0.015312	0.007500	0.013258
32.700000	0.009982	0.010358	0.004738	0.009934	0.018737	0.020783	0.005226	0.022218	0.014305	0.010052	0.017860	0.019694	0.016154	0.012683	0.003907	0.014204	0.014820	0.015583	0.007598	0.013210
32.800000	0.010007	0.010049	0.004975	0.010396	0.018326	0.020472	0.004945	0.022385	0.014155	0.010138	0.017667	0.019378	0.016056	0.013364	0.003592	0.014128	0.014353	0.015803	0.007662	0.013215
32.900000	0.010033	0.009723	0.005342	0.010797	0.017872	0.020093	0.004662	0.022523	0.014056	0.010202	0.017426	0.019026	0.015961	0.013985	0.003355	0.014057	0.013840	0.015974	0.007691	0.013272
33.000000	0.010060	0.009381	0.005819	0.011137	0.017379	0.019649	0.004385	0.022629	0.014012	0.010244	0.017139	0.018643	0.015868	0.014543	0.003213	0.013999	0.013283	0.016098	0.007689	0.013379
33.100000	0.010092	0.009027	0.006382	0.011417	0.016853	0.019145	0.004124	0.022704	0.014027	0.010263	0.016809	0.018231	0.015776	0.015039	0.003178	0.013957	0.012688	0.016177	0.007657	0.013532
33.200000	0.010128	0.008662	0.007009	0.011637	0.016297	0.018583	0.003889	0.022746	0.014100	0.010258	0.016437	0.017792	0.015683	0.015470	0.003253	0.013936	0.012056	0.016210	0.007597	0.013728
33.300000	0.010171	0.008289	0.007683	0.011800	0.015714	0.017966	0.003692	0.022753	0.014229	0.010228	0.016025	0.017326	0.015586	0.015834	0.003429	0.013939	0.011391	0.016198	0.007511	0.013962
33.400000	0.010220	0.007909	0.008388	0.011904	0.015109	0.017297	0.003546	0.022723	0.014410	0.010171	0.015573	0.016835	0.015485	0.016130	0.003689	0.013968	0.010695	0.016142	0.007402	0.014229
33.500000	0.010275	0.007525	0.009113	0.011950	0.014487	0.016581	0.003463	0.022653	0.014639	0.010086	0.015085	0.016321	0.015377	0.016354	0.004013	0.014025	0.009973	0.016040	0.007275	0.014525
33.600000	0.010336	0.007139	0.009845	0.011941	0.013854	0.015822	0.003449	0.022541	0.014907	0.009971	0.014561	0.015784	0.015260	0.016504	0.004382	0.014110	0.009227	0.015896	0.007132	0.014845
33.700000	0.010402	0.006753	0.010576	0.011877	0.013217	0.015026	0.003506	0.022387	0.015207	0.009825	0.014004	0.015227	0.015134	0.016579	0.004780	0.014222	0.008464	0.015708	0.006980	0.015183
33.800000	0.010474	0.006370	0.011296	0.011762	0.012585	0.014200	0.003632	0.022191	0.015532	0.009647	0.013418	0.014653	0.014999	0.016576	0.005194	0.014361	0.007690	0.015480	0.006825	0.015535
33.900000	0.010550	0.005994	0.012000	0.011598	0.011967	0.013353	0.003817	0.021952	0.015872	0.009438	0.012806	0.014065	0.014854	0.016498	0.005614	0.014525	0.006912	0.015214	0.006673	0.015896
34.000000	0.010631	0.005628	0.012680	0.011388	0.011376	0.012497	0.004048	0.021674	0.016221	0.009197	0.012175	0.013467	0.014701	0.016344	0.006030	0.014712	0.006142	0.014914	0.006533	0.016264
34.100000	0.010716	0.005275	0.013333	0.011139	0.010824	0.011644	0.004314	0.021359	0.016571	0.008928	0.011529	0.012865	0.014541	0.016116	0.006437	0.014920	0.005391	0.014584	0.006415	0.016636
34.200000	0.010807	0.004939	0.013954	0.010856	0.010322	0.010808	0.004603	0.021012	0.016917	0.008630	0.010874	0.012264	0.014378	0.015819	0.006829	0.015147	0.004677	0.014231	0.006326	0.017009
34.300000	0.010903	0.004623	0.014541	0.010543	0.009885	0.010007	0.004904	0.020639	0.017253	0.008306	0.010218	0.011668	0.014213	0.015456	0.007203	0.015391	0.004024	0.013860	0.006275	0.017381
34.400000	0.011005	0.004329	0.015093	0.010207	0.009522	0.009260	0.005211	0.020244	0.017577	0.007958	0.009567	0.011083	0.014050	0.015032	0.007555	0.015648	0.003467	0.013476	0.006269	0.017752
34.500000	0.011114	0.004061	0.015609	0.009855	0.009244	0.008587	0.005515	0.019834	0.017884	0.007589	0.008928	0.010514	0.013891	0.014551	0.007883	0.015918	0.003055	0.013087	0.006314	0.018122
34.600000	0.011230	0.003818	0.016089	0.009492	0.009057	0.008011	0.005813	0.019413	0.018174	0.007200	0.008307	0.009965	0.013739	0.014019	0.008185	0.016197	0.002841	0.012698	0.006414	0.018489
34.700000	0.011354	0.003603	0.016533	0.009124	0.008962	0.007555	0.006099	0.018987	0.018443	0.006794	0.007711	0.009441	0.013595	0.013440	0.008462	0.016485	0.002859	0.012315	0.006570	0.018855
34.800000	0.011487	0.003415	0.016942	0.008757	0.008959	0.007239	0.006371	0.018560	0.018690	0.006371	0.007147	0.008944	0.013462	0.012819	0.008711	0.016778	0.003090	0.011943	0.006780	0.019218
34.900000	0.011627	0.003254	0.017316	0.008395	0.009040	0.007076	0.006627	0.018136	0.018915	0.005934	0.006622	0.008476	0.013341	0.012159	0.008931	0.017074	0.003479	0.011586	0.007043	0.019578
35.000000	0.011776	0.003118	0.017656	0.008044	0.009197	0.007071	0.006864	0.017718	0.019114	0.005484	0.006144	0.008041	0.013232	0.011464	0.009123	0.017371	0.003968	0.011248	0.007353	0.019934
35.100000	0.011933	0.003006	0.017961	0.007707	0.009419	0.007214	0.007080	0.017308	0.019287	0.005021	0.005718	0.007638	0.013136	0.010739	0.009284	0.017666	0.004512	0.010934	0.007705	0.020283
35.200000	0.012096	0.002915	0.018230	0.007390	0.009693	0.007489	0.007274	0.016908	0.019431	0.004547	0.005354	0.007270	0.013050	0.009985	0.009415	0.017956	0.005084	0.010645	0.008095	0.020625
35.300000	0.012265	0.002842	0.018464	0.007096	0.010007	0.007870	0.007444	0.016519	0.019543	0.004062	0.005057	0.006936	0.012974	0.009209	0.009513	0.018237	0.005666	0.010385	0.008516	0.020956
35.400000	0.012439	0.002786	0.018660	0.006829	0.010348	0.008331	0.007589	0.016142	0.019622	0.003567	0.004833	0.006635	0.012906	0.008416	0.009578	0.018506	0.006247	0.010155	0.008962	0.021273
35.500000	0.012615	0.002744	0.018816	0.006592	0.010705	0.008850	0.007707	0.015777	0.019665	0.003063	0.004684	0.006366	0.012845	0.007612	0.009608	0.018758	0.006817	0.009956	0.009428	0.021573
35.600000	0.012792	0.002715	0.018932	0.006388	0.011068	0.009405	0.007796	0.015425	0.019668	0.002554	0.004610	0.006128	0.012787	0.006809	0.009602	0.018991	0.007372	0.009789	0.009908	0.021851
35.700000	0.012969	0.002697	0.019005	0.006218	0.011427	0.009977	0.007857	0.015085	0.019630	0.002042	0.004605	0.005919	0.012731	0.006021	0.009558	0.019200	0.007907	0.009655	0.010398	0.022103
35.800000	0.013143	0.002691	0.019034	0.006085	0.011774	0.010553	0.007887	0.014757	0.019548	0.001535	0.004661	0.005734	0.012673	0.005274	0.009475	0.019382	0.008418	0.009551	0.010892	0.022327
35.900000	0.013313	0.002697	0.019019	0.005988	0.012102	0.011120	0.007887	0.014442	0.019421	0.001052	0.004765	0.005572	0.012613	0.004603	0.009353	0.019534	0.008903	0.009478	0.011385	0.022517
36.000000	0.013478	0.002716	0.018958	0.005927	0.012404	0.011668	0.007857	0.014139	0.019248	0.000661	0.004907	0.005428	0.012546	0.004065	0.009192	0.019652	0.009359	0.009433	0.011873	0.022672
36.100000	0.013636	0.002750	0.018852	0.005899	0.012676	0.012189	0.007797	0.013849	0.019029	0.000601	0.005075	0.005300	0.012473	0.003733	0.008991	0.019737	0.009785	0.009415	0.012354	0.022790
36.200000	0.013787	0.002801	0.018702	0.005901	0.012914	0.012678	0.007708	0.013571	0.018764	0.000937	0.005258	0.005182	0.012392	0.003674	0.008752	0.019785	0.010180	0.009421	0.012823	0.022867
36.300000	0.013930	0.002871	0.018511	0.005931	0.013114	0.013128	0.007592	0.013305	0.018457	0.001408	0.005448	0.005072	0.012302	0.003906	0.008475	0.019798	0.010542	0.009449	0.013278	0.022905
36.400000	0.014066	0.002963	0.018279	0.005985	0.013276	0.013537	0.007452	0.013053	0.018107	0.001913	0.005637	0.004966	0.012202	0.004386	0.008163	0.019776	0.010873	0.009496	0.013717	0.022903
36.500000	0.014195	0.003077	0.018012	0.006059	0.013397	0.013903	0.007289	0.012814	0.017720	0.002427	0.005821	0.004863	0.012092	0.005041	0.007817	0.019720	0.011174	0.009560	0.014140	0.022862
36.600000	0.014317	0.003216	0.017711	0.006149	0.013478	0.014225	0.007107	0.012587	0.017297	0.002939	0.005995	0.004758	0.011974	0.005809	0.007438	0.019632	0.011445	0.009638	0.014545	0.022783
36.700000	0.014435	0.003378	0.017380	0.006253	0.013518	0.014502	0.006909	0.012374	0.016842	0.003447	0.006156	0.004651	0.011846	0.006647	0.007031	0.019514	0.011688	0.009729	0.014933	0.022668
36.800000	0.014548	0.003566	0.017024	0.006366	0.013520	0.014734	0.006700	0.012173	0.016359	0.003947	0.006302	0.004539	0.011711	0.007525	0.006596	0.019368	0.011906	0.009830	0.015303	0.022520
36.900000	0.014658	0.003777	0.016646	0.006489	0.013484	0.014923	0.006484	0.011984	0.015852	0.004437	0.006433	0.004421	0.011569	0.008425	0.006137	0.019198	0.012100	0.009941	0.015658	0.022341
37.000000	0.014765	0.004011	0.016250	0.006617	0.013411	0.015069	0.006266	0.011806	0.015324	0.004918	0.006548	0.004296	0.011421	0.009337	0.005654	0.019004	0.012273	0.010060	0.015997	0.022133
37.100000	0.014872	0.004267	0.015839	0.006751	0.013303	0.015175	0.006051	0.011638	0.014777	0.005388	0.006646	0.004164	0.011268	0.010251	0.005152	0.018791	0.012426	0.010186	0.016321	0.021897
37.200000	0.014978	0.004543	0.015416	0.006889	0.013161	0.015240	0.005844	0.011480	0.014215	0.005846	0.006727	0.004024	0.011111	0.011162	0.004631	0.018558	0.012563	0.010318	0.016631	0.021635
37.300000	0.015084	0.004838	0.014983	0.007032	0.012986	0.015267	0.005651	0.011329	0.013640	0.006292	0.006792	0.003875	0.010950	0.012066	0.004095	0.018309	0.012685	0.010456	0.016929	0.021349
37.400000	0.015189	0.005149	0.014543	0.007177	0.012779	0.015257	0.005479	0.011184	0.013054	0.006726	0.006842	0.003718	0.010787	0.012961	0.003547	0.018043	0.012793	0.010599	0.017214	0.021039
37.500000	0.015294	0.005476	0.014099	0.007327	0.012542	0.015209	0.005335	0.011043	0.012460	0.007147	0.006876	0.003552	0.010622	0.013843	0.002992	0.017763	0.012890	0.010747	0.017487	0.020706
37.600000	0.015399	0.005815	0.013652	0.007480	0.012274	0.015126	0.005224	0.010905	0.011859	0.007554	0.006896	0.003378	0.010456	0.014709	0.002437	0.017469	0.012976	0.010898	0.017747	0.020350
37.700000	0.015501	0.006166	0.013204	0.007637	0.011977	0.015007	0.005153	0.010768	0.011254	0.007948	0.006901	0.003197	0.010291	0.015559	0.001899	0.017160	0.013053	0.011053	0.017995	0.019971
37.800000	0.015601	0.006526	0.012757	0.007798	0.011651	0.014852	0.005128	0.010629	0.010645	0.008326	0.006893	0.003008	0.010126	0.016388	0.001419	0.016838	0.013120	0.011211	0.018229	0.019567
37.900000	0.015696	0.006893	0.012313	0.007964	0.011297	0.014663	0.005151	0.010487	0.010037	0.008688	0.006871	0.002813	0.009962	0.017195	0.001102	0.016501	0.013179	0.011371	0.018450	0.019140
38.000000	0.015786	0.007265	0.011874	0.008135	0.010915	0.014439	0.005224	0.010340	0.009431	0.009033	0.006837	0.002613	0.009802	0.017977	0.001118	0.016150	0.013230	0.011533	0.018655	0.018688
38.100000	0.015868	0.007639	0.011441	0.008310	0.010506	0.014181	0.005348	0.010187	0.008830	0.009359	0.006790	0.002410	0.009646	0.018730	0.001470	0.015786	0.013273	0.011696	0.018845	0.018211
38.200000	0.015942	0.008013	0.011018	0.008490	0.010071	0.013889	0.005519	0.010026	0.008239	0.009666	0.006732	0.002207	0.009496	0.019451	0.001995	0.015407	0.013309	0.011859	0.019018	0.017709
38.300000	0.016005	0.008385	0.010607	0.008675	0.009613	0.013564	0.005733	0.009856	0.007663	0.009952	0.006664	0.002007	0.009353	0.020139	0.002593	0.015015	0.013336	0.012022	0.019173	0.017183
38.400000	0.016056	0.008753	0.010210	0.008866	0.009132	0.013207	0.005986	0.009676	0.007107	0.010216	0.006586	0.001815	0.009220	0.020789	0.003225	0.014611	0.013356	0.012185	0.019310	0.016632
38.500000	0.016095	0.009113	0.009832	0.009062	0.008630	0.012820	0.006271	0.009487	0.006578	0.010457	0.006499	0.001637	0.009098	0.021400	0.003874	0.014194	0.013368	0.012348	0.019428	0.016058
38.600000	0.016119	0.009465	0.009474	0.009264	0.008112	0.012404	0.006582	0.009286	0.006086	0.010674	0.006404	0.001482	0.008990	0.021969	0.004531	0.013765	0.013373	0.012509	0.019526	0.015463
38.700000	0.016129	0.009805	0.009141	0.009470	0.007579	0.011961	0.006913	0.009076	0.005639	0.010867	0.006304	0.001361	0.008898	0.022495	0.005190	0.013328	0.013371	0.012670	0.019606	0.014847
38.800000	0.016124	0.010133	0.008835	0.009683	0.007035	0.011494	0.007259	0.008855	0.005250	0.011035	0.006199	0.001286	0.008824	0.022977	0.005846	0.012882	0.013364	0.012829	0.019667	0.014214
38.900000	0.016104	0.010446	0.008559	0.009900	0.006485	0.011005	0.007615	0.008626	0.004930	0.011179	0.006090	0.001265	0.008770	0.023413	0.006497	0.012430	0.013350	0.012989	0.019711	0.013566
39.000000	0.016069	0.010745	0.008317	0.010123	0.005934	0.010497	0.007977	0.008388	0.004689	0.011298	0.005980	0.001302	0.008738	0.023804	0.007140	0.011974	0.013332	0.013148	0.019738	0.012905
39.100000	0.016020	0.011027	0.008109	0.010351	0.005387	0.009974	0.008340	0.008144	0.004536	0.011394	0.005869	0.001391	0.008728	0.024151	0.007773	0.011515	0.013309	0.013307	0.019751	0.012234
39.200000	0.015958	0.011292	0.007937	0.010585	0.004853	0.009437	0.008701	0.007893	0.004474	0.011466	0.005759	0.001522	0.008743	0.024455	0.008395	0.011056	0.013283	0.013468	0.019750	0.011557
39.300000	0.015883	0.011540	0.007802	0.010823	0.004340	0.008889	0.009058	0.007639	0.004501	0.011517	0.005652	0.001682	0.008783	0.024716	0.009003	0.010598	0.013255	0.013630	0.019739	0.010876
39.400000	0.015796	0.011771	0.007703	0.011067	0.003861	0.008333	0.009408	0.007383	0.004609	0.011546	0.005549	0.001863	0.008848	0.024937	0.009598	0.010143	0.013225	0.013794	0.019718	0.010193
39.500000	0.015698	0.011985	0.007639	0.011317	0.003435	0.007772	0.009750	0.007125	0.004784	0.011555	0.005450	0.002055	0.008937	0.025120	0.010177	0.009693	0.013194	0.013961	0.019690	0.009512
39.600000	0.015591	0.012180	0.007609	0.011571	0.003083	0.007208	0.010082	0.006869	0.005013	0.011545	0.005357	0.002254	0.009050	0.025265	0.010742	0.009248	0.013162	0.014132	0.019656	0.008836
39.700000	0.015474	0.012359	0.007609	0.011830	0.002834	0.006643	0.010403	0.006615	0.005283	0.011518	0.005270	0.002456	0.009186	0.025376	0.011291	0.008810	0.013130	0.014306	0.019618	0.008166
39.800000	0.015349	0.012520	0.007638	0.012093	0.002714	0.006078	0.010711	0.006366	0.005582	0.011474	0.005190	0.002657	0.009344	0.025453	0.011824	0.008380	0.013098	0.014485	0.019577	0.007507
39.900000	0.015216	0.012663	0.007691	0.012361	0.002739	0.005516	0.011006	0.006122	0.005898	0.011414	0.005117	0.002857	0.009521	0.025499	0.012341	0.007958	0.013066	0.014667	0.019535	0.006860
